loan_id,client_id,credit_default,housing_loan,personal_loan,credit_score
1L227471,7471,no,yes,yes,799
1L227472,7472,no,yes,yes,770
1L227473,7473,no,yes,yes,478
1L227474,7474,no,no,no,462
1L227475,7475,no,yes,no,705
1L227476,7476,no,yes,no,822
1L227477,7477,unknown,yes,no,805
1L227478,7478,no,no,no,667
1L227479,7479,no,yes,no,459
1L227480,7480,no,yes,no,432
1L227481,7481,no,yes,no,581
1L227482,7482,unknown,no,no,482
1L227483,7483,unknown,no,no,751
1L227484,7484,no,no,no,830
1L227485,7485,no,yes,no,499
1L227486,7486,no,yes,no,688
1L227487,7487,no,yes,no,693
1L227488,7488,no,yes,yes,518
1L227489,7489,no,yes,yes,824
1L227490,7490,unknown,yes,no,346
1L227491,7491,no,yes,no,800
1L227492,7492,unknown,no,no,306
1L227493,7493,no,no,no,606
1L227494,7494,no,no,no,604
1L227495,7495,no,yes,no,791
1L227496,7496,no,no,no,643
1L227497,7497,unknown,no,no,375
1L227498,7498,no,no,no,604
1L227499,7499,no,no,no,714
1L227500,7500,no,yes,no,819
1L227501,7501,no,no,yes,472
1L227502,7502,no,no,no,489
1L227503,7503,no,yes,no,686
1L227504,7504,no,no,no,372
1L227505,7505,no,no,no,323
1L227506,7506,no,yes,no,677
1L227507,7507,no,no,no,597
1L227508,7508,unknown,no,no,574
1L227509,7509,unknown,yes,no,660
1L227510,7510,unknown,yes,no,566
1L227511,7511,no,yes,no,566
1L227512,7512,no,unknown,unknown,438
1L227513,7513,no,yes,yes,587
1L227514,7514,no,yes,no,774
1L227515,7515,no,yes,no,399
1L227516,7516,no,no,no,599
1L227517,7517,no,yes,no,818
1L227518,7518,no,no,no,603
1L227519,7519,no,no,yes,653
1L227520,7520,unknown,unknown,unknown,578
1L227521,7521,unknown,yes,yes,329
1L227522,7522,no,yes,no,669
1L227523,7523,no,no,no,714
1L227524,7524,no,yes,no,685
1L227525,7525,no,yes,no,343
1L227526,7526,unknown,no,no,359
1L227527,7527,no,yes,no,567
1L227528,7528,no,no,no,507
1L227529,7529,no,yes,no,454
1L227530,7530,no,yes,no,562
1L227531,7531,no,yes,yes,786
1L227532,7532,no,no,no,657
1L227533,7533,unknown,no,no,397
1L227534,7534,no,yes,no,671
1L227535,7535,no,no,no,632
1L227536,7536,no,yes,no,553
1L227537,7537,no,yes,no,616
1L227538,7538,no,no,yes,653
1L227539,7539,no,yes,no,795
1L227540,7540,no,yes,yes,441
1L227541,7541,no,yes,yes,562
1L227542,7542,no,yes,no,367
1L227543,7543,no,no,no,610
1L227544,7544,no,yes,no,761
1L227545,7545,no,no,no,785
1L227546,7546,no,yes,yes,345
1L227547,7547,no,no,yes,738
1L227548,7548,no,yes,no,382
1L227549,7549,no,yes,no,469
1L227550,7550,unknown,yes,no,605
1L227551,7551,no,no,no,495
1L227552,7552,no,yes,no,410
1L227553,7553,no,yes,no,658
1L227554,7554,no,no,no,543
1L227555,7555,unknown,yes,no,840
1L227556,7556,no,unknown,unknown,303
1L227557,7557,no,no,no,723
1L227558,7558,no,no,no,764
1L227559,7559,no,yes,no,372
1L227560,7560,no,yes,yes,374
1L227561,7561,no,no,no,714
1L227562,7562,no,yes,no,812
1L227563,7563,no,unknown,unknown,676
1L227564,7564,no,no,no,818
1L227565,7565,no,no,no,344
1L227566,7566,no,no,no,643
1L227567,7567,no,yes,no,472
1L227568,7568,no,no,no,597
1L227569,7569,no,no,no,790
1L227570,7570,no,no,no,752
1L227571,7571,no,yes,no,556
1L227572,7572,no,yes,no,691
1L227573,7573,no,no,no,723
1L227574,7574,no,unknown,unknown,841
1L227575,7575,no,yes,no,688
1L227576,7576,no,yes,no,746
1L227577,7577,unknown,no,no,439
1L227578,7578,no,yes,yes,316
1L227579,7579,unknown,unknown,unknown,598
1L227580,7580,no,yes,yes,643
1L227581,7581,no,no,no,775
1L227582,7582,no,yes,no,387
1L227583,7583,no,no,no,804
1L227584,7584,unknown,no,no,642
1L227585,7585,no,no,no,391
1L227586,7586,no,yes,no,753
1L227587,7587,no,yes,no,735
1L227588,7588,no,yes,no,464
1L227589,7589,unknown,yes,no,685
1L227590,7590,no,yes,no,584
1L227591,7591,no,no,no,580
1L227592,7592,no,no,yes,320
1L227593,7593,no,unknown,unknown,791
1L227594,7594,no,yes,no,784
1L227595,7595,unknown,no,no,737
1L227596,7596,unknown,yes,no,367
1L227597,7597,no,yes,no,315
1L227598,7598,no,yes,no,401
1L227599,7599,no,no,yes,368
1L227600,7600,no,no,no,644
1L227601,7601,no,no,no,836
1L227602,7602,no,no,no,366
1L227603,7603,no,no,yes,353
1L227604,7604,unknown,no,no,631
1L227605,7605,unknown,no,no,325
1L227606,7606,no,no,no,501
1L227607,7607,no,no,yes,310
1L227608,7608,no,yes,no,742
1L227609,7609,no,no,no,592
1L227610,7610,no,yes,yes,594
1L227611,7611,no,yes,no,834
1L227612,7612,no,no,no,513
1L227613,7613,no,yes,no,317
1L227614,7614,no,no,no,742
1L227615,7615,no,yes,no,468
1L227616,7616,no,yes,yes,420
1L227617,7617,no,no,no,339
1L227618,7618,no,no,no,475
1L227619,7619,unknown,yes,no,693
1L227620,7620,no,no,no,577
1L227621,7621,unknown,no,no,512
1L227622,7622,no,no,no,623
1L227623,7623,no,yes,no,599
1L227624,7624,no,no,no,680
1L227625,7625,no,yes,yes,491
1L227626,7626,unknown,no,no,758
1L227627,7627,no,no,yes,584
1L227628,7628,no,yes,no,563
1L227629,7629,no,no,yes,817
1L227630,7630,no,no,no,671
1L227631,7631,unknown,yes,no,690
1L227632,7632,unknown,no,no,795
1L227633,7633,no,no,yes,452
1L227634,7634,yes,no,no,480
1L227635,7635,no,no,no,356
1L227636,7636,no,no,no,589
1L227637,7637,no,yes,no,745
1L227638,7638,no,yes,no,768
1L227639,7639,no,yes,no,370
1L227640,7640,unknown,no,no,333
1L227641,7641,no,no,no,331
1L227642,7642,unknown,yes,no,600
1L227643,7643,no,no,no,693
1L227644,7644,no,yes,yes,794
1L227645,7645,unknown,yes,no,501
1L227646,7646,no,no,yes,478
1L227647,7647,no,yes,no,819
1L227648,7648,no,no,no,452
1L227649,7649,unknown,yes,no,690
1L227650,7650,unknown,yes,yes,704
1L227651,7651,no,yes,no,792
1L227652,7652,no,yes,no,771
1L227653,7653,no,no,no,346
1L227654,7654,no,no,no,519
1L227655,7655,no,yes,no,738
1L227656,7656,no,yes,yes,491
1L227657,7657,no,no,no,377
1L227658,7658,no,yes,no,666
1L227659,7659,no,yes,no,482
1L227660,7660,unknown,yes,no,696
1L227661,7661,no,no,no,448
1L227662,7662,no,no,no,516
1L227663,7663,no,no,no,636
1L227664,7664,unknown,no,no,799
1L227665,7665,no,yes,no,507
1L227666,7666,no,yes,yes,841
1L227667,7667,no,yes,no,723
1L227668,7668,unknown,no,no,638
1L227669,7669,no,no,no,504
1L227670,7670,no,yes,no,630
1L227671,7671,no,no,no,833
1L227672,7672,no,yes,no,499
1L227673,7673,no,no,no,631
1L227674,7674,no,no,no,570
1L227675,7675,unknown,yes,no,830
1L227676,7676,no,yes,no,666
1L227677,7677,no,yes,yes,343
1L227678,7678,no,no,no,382
1L227679,7679,no,yes,no,377
1L227680,7680,no,yes,yes,832
1L227681,7681,no,yes,no,850
1L227682,7682,no,no,no,418
1L227683,7683,no,yes,no,444
1L227684,7684,no,no,no,359
1L227685,7685,no,no,yes,761
1L227686,7686,no,no,no,322
1L227687,7687,unknown,yes,no,565
1L227688,7688,unknown,yes,no,682
1L227689,7689,no,no,no,490
1L227690,7690,no,yes,no,603
1L227691,7691,no,yes,no,418
1L227692,7692,no,no,no,387
1L227693,7693,no,yes,no,497
1L227694,7694,no,yes,no,658
1L227695,7695,no,yes,no,521
1L227696,7696,no,no,no,514
1L227697,7697,no,no,no,460
1L227698,7698,no,no,no,663
1L227699,7699,unknown,yes,no,497
1L227700,7700,no,no,no,472
1L227701,7701,no,no,no,525
1L227702,7702,no,no,yes,425
1L227703,7703,no,no,no,373
1L227704,7704,no,yes,no,719
1L227705,7705,no,no,no,370
1L227706,7706,no,no,no,451
1L227707,7707,no,yes,no,355
1L227708,7708,no,no,yes,409
1L227709,7709,no,no,no,443
1L227710,7710,unknown,yes,no,681
1L227711,7711,no,no,no,832
1L227712,7712,no,no,no,709
1L227713,7713,no,yes,no,639
1L227714,7714,no,yes,no,590
1L227715,7715,unknown,yes,no,349
1L227716,7716,no,no,no,795
1L227717,7717,no,no,no,760
1L227718,7718,no,yes,no,826
1L227719,7719,unknown,no,no,484
1L227720,7720,no,no,no,561
1L227721,7721,no,yes,no,408
1L227722,7722,no,no,no,433
1L227723,7723,no,no,no,599
1L227724,7724,no,yes,no,613
1L227725,7725,no,yes,no,415
1L227726,7726,no,no,no,578
1L227727,7727,no,no,no,725
1L227728,7728,unknown,yes,yes,773
1L227729,7729,no,no,no,336
1L227730,7730,unknown,yes,no,340
1L227731,7731,unknown,yes,no,666
1L227732,7732,no,yes,no,647
1L227733,7733,no,yes,no,332
1L227734,7734,no,yes,no,372
1L227735,7735,no,yes,yes,404
1L227736,7736,no,yes,no,454
1L227737,7737,no,no,no,843
1L227738,7738,no,no,no,821
1L227739,7739,unknown,yes,no,542
1L227740,7740,no,no,no,557
1L227741,7741,unknown,no,no,539
1L227742,7742,no,yes,no,369
1L227743,7743,unknown,yes,no,723
1L227744,7744,no,yes,no,700
1L227745,7745,no,yes,no,794
1L227746,7746,no,yes,yes,434
1L227747,7747,no,yes,no,690
1L227748,7748,unknown,yes,no,400
1L227749,7749,no,no,no,492
1L227750,7750,unknown,unknown,unknown,524
1L227751,7751,no,yes,no,739
1L227752,7752,no,no,no,792
1L227753,7753,no,yes,no,522
1L227754,7754,no,yes,no,654
1L227755,7755,no,yes,no,845
1L227756,7756,no,no,no,465
1L227757,7757,no,yes,no,481
1L227758,7758,no,yes,no,345
1L227759,7759,unknown,no,no,540
1L227760,7760,unknown,no,no,645
1L227761,7761,no,no,no,343
1L227762,7762,no,yes,no,354
1L227763,7763,no,yes,yes,429
1L227764,7764,no,yes,no,786
1L227765,7765,no,no,no,809
1L227766,7766,no,no,no,683
1L227767,7767,unknown,no,no,678
1L227768,7768,no,no,no,692
1L227769,7769,no,yes,no,477
1L227770,7770,no,no,no,593
1L227771,7771,no,yes,no,740
1L227772,7772,no,no,no,336
1L227773,7773,unknown,yes,no,603
1L227774,7774,no,no,yes,692
1L227775,7775,no,yes,no,594
1L227776,7776,no,yes,no,663
1L227777,7777,no,no,yes,523
1L227778,7778,no,yes,no,550
1L227779,7779,unknown,unknown,unknown,392
1L227780,7780,no,yes,no,366
1L227781,7781,no,yes,no,325
1L227782,7782,no,no,no,633
1L227783,7783,unknown,yes,no,363
1L227784,7784,no,yes,no,537
1L227785,7785,no,no,no,496
1L227786,7786,no,yes,no,711
1L227787,7787,no,no,no,628
1L227788,7788,unknown,no,no,718
1L227789,7789,no,yes,no,422
1L227790,7790,unknown,no,no,353
1L227791,7791,no,yes,yes,744
1L227792,7792,unknown,no,yes,722
1L227793,7793,no,no,no,810
1L227794,7794,no,yes,no,496
1L227795,7795,unknown,no,yes,653
1L227796,7796,no,no,yes,351
1L227797,7797,no,yes,no,491
1L227798,7798,unknown,yes,no,444
1L227799,7799,no,yes,no,802
1L227800,7800,no,yes,no,580
1L227801,7801,no,yes,yes,311
1L227802,7802,unknown,yes,no,540
1L227803,7803,no,no,no,327
1L227804,7804,no,yes,no,731
1L227805,7805,no,no,no,443
1L227806,7806,unknown,no,no,546
1L227807,7807,no,no,no,479
1L227808,7808,no,yes,no,497
1L227809,7809,no,no,no,731
1L227810,7810,no,yes,no,740
1L227811,7811,no,no,no,772
1L227812,7812,unknown,yes,no,576
1L227813,7813,no,yes,no,333
1L227814,7814,no,yes,no,803
1L227815,7815,no,no,no,311
1L227816,7816,no,no,no,770
1L227817,7817,no,no,no,548
1L227818,7818,no,yes,yes,623
1L227819,7819,no,yes,no,794
1L227820,7820,no,yes,yes,613
1L227821,7821,no,no,no,449
1L227822,7822,unknown,yes,no,609
1L227823,7823,no,no,no,670
1L227824,7824,no,yes,no,318
1L227825,7825,no,no,no,472
1L227826,7826,no,no,no,355
1L227827,7827,no,no,no,497
1L227828,7828,no,no,no,791
1L227829,7829,unknown,no,no,715
1L227830,7830,no,yes,no,740
1L227831,7831,no,no,no,636
1L227832,7832,no,unknown,unknown,526
1L227833,7833,no,no,no,731
1L227834,7834,unknown,no,no,354
1L227835,7835,no,yes,no,353
1L227836,7836,no,yes,no,601
1L227837,7837,no,no,no,464
1L227838,7838,no,yes,yes,832
1L227839,7839,unknown,yes,no,765
1L227840,7840,no,yes,no,305
1L227841,7841,no,no,no,749
1L227842,7842,no,no,no,428
1L227843,7843,no,yes,yes,361
1L227844,7844,no,yes,no,806
1L227845,7845,unknown,no,no,395
1L227846,7846,no,yes,no,705
1L227847,7847,no,no,no,657
1L227848,7848,no,no,no,838
1L227849,7849,no,no,no,517
1L227850,7850,no,no,no,556
1L227851,7851,no,yes,no,746
1L227852,7852,no,yes,no,815
1L227853,7853,no,no,no,356
1L227854,7854,no,yes,no,716
1L227855,7855,no,no,no,692
1L227856,7856,no,yes,no,479
1L227857,7857,no,no,no,662
1L227858,7858,unknown,no,no,714
1L227859,7859,no,no,no,693
1L227860,7860,unknown,yes,no,492
1L227861,7861,no,yes,no,747
1L227862,7862,no,yes,no,731
1L227863,7863,no,yes,no,636
1L227864,7864,unknown,yes,no,395
1L227865,7865,no,no,yes,634
1L227866,7866,no,no,no,360
1L227867,7867,no,no,no,410
1L227868,7868,no,no,no,681
1L227869,7869,unknown,no,no,714
1L227870,7870,unknown,no,no,303
1L227871,7871,no,yes,no,388
1L227872,7872,unknown,yes,no,379
1L227873,7873,no,no,no,514
1L227874,7874,unknown,no,yes,610
1L227875,7875,unknown,no,yes,818
1L227876,7876,no,yes,no,779
1L227877,7877,no,yes,no,514
1L227878,7878,no,no,yes,710
1L227879,7879,unknown,yes,no,571
1L227880,7880,no,no,yes,373
1L227881,7881,no,yes,no,792
1L227882,7882,no,yes,no,310
1L227883,7883,unknown,no,no,808
1L227884,7884,no,no,yes,762
1L227885,7885,no,yes,no,394
1L227886,7886,no,no,no,656
1L227887,7887,no,no,no,647
1L227888,7888,no,no,yes,830
1L227889,7889,no,yes,no,438
1L227890,7890,no,yes,no,524
1L227891,7891,no,yes,no,385
1L227892,7892,no,yes,no,588
1L227893,7893,unknown,yes,no,715
1L227894,7894,no,no,no,399
1L227895,7895,no,no,no,653
1L227896,7896,no,yes,no,401
1L227897,7897,no,yes,no,312
1L227898,7898,no,no,no,778
1L227899,7899,no,no,no,743
1L227900,7900,unknown,yes,no,557
1L227901,7901,no,no,no,816
1L227902,7902,no,yes,no,411
1L227903,7903,unknown,no,no,509
1L227904,7904,no,yes,no,602
1L227905,7905,no,yes,no,450
1L227906,7906,unknown,yes,no,692
1L227907,7907,no,yes,no,830
1L227908,7908,unknown,no,no,673
1L227909,7909,unknown,yes,no,791
1L227910,7910,no,yes,no,670
1L227911,7911,no,no,yes,560
1L227912,7912,no,yes,no,793
1L227913,7913,no,no,no,526
1L227914,7914,no,yes,yes,601
1L227915,7915,no,yes,no,687
1L227916,7916,no,no,no,362
1L227917,7917,no,yes,no,446
1L227918,7918,no,yes,yes,411
1L227919,7919,no,no,no,441
1L227920,7920,no,no,no,419
1L227921,7921,no,yes,no,560
1L227922,7922,no,unknown,unknown,373
1L227923,7923,no,yes,no,306
1L227924,7924,no,no,no,395
1L227925,7925,no,no,no,655
1L227926,7926,no,no,no,757
1L227927,7927,no,no,no,656
1L227928,7928,no,yes,no,526
1L227929,7929,no,no,no,500
1L227930,7930,no,yes,no,809
1L227931,7931,no,yes,no,373
1L227932,7932,no,no,no,680
1L227933,7933,no,yes,no,337
1L227934,7934,unknown,yes,no,526
1L227935,7935,no,yes,yes,748
1L227936,7936,no,no,no,597
1L227937,7937,no,no,no,491
1L227938,7938,no,no,no,392
1L227939,7939,no,no,yes,621
1L227940,7940,no,no,no,835
1L227941,7941,no,yes,no,380
1L227942,7942,unknown,yes,no,577
1L227943,7943,no,no,no,341
1L227944,7944,no,no,no,325
1L227945,7945,no,no,no,442
1L227946,7946,no,no,no,814
1L227947,7947,no,no,yes,571
1L227948,7948,no,no,no,351
1L227949,7949,unknown,no,yes,714
1L227950,7950,no,no,no,483
1L227951,7951,no,no,yes,626
1L227952,7952,no,yes,no,829
1L227953,7953,no,yes,no,441
1L227954,7954,no,no,no,681
1L227955,7955,no,no,no,346
1L227956,7956,no,yes,no,759
1L227957,7957,unknown,yes,no,596
1L227958,7958,unknown,no,no,446
1L227959,7959,no,unknown,unknown,670
1L227960,7960,no,no,no,437
1L227961,7961,unknown,no,no,346
1L227962,7962,no,no,no,676
1L227963,7963,unknown,yes,no,723
1L227964,7964,no,no,no,321
1L227965,7965,no,yes,yes,789
1L227966,7966,no,no,no,644
1L227967,7967,no,no,no,477
1L227968,7968,no,no,no,698
1L227969,7969,no,yes,no,325
1L227970,7970,no,yes,no,374
1L227971,7971,no,no,no,595
1L227972,7972,unknown,no,no,467
1L227973,7973,no,yes,yes,342
1L227974,7974,no,no,no,434
1L227975,7975,no,no,no,353
1L227976,7976,no,no,no,541
1L227977,7977,no,yes,yes,330
1L227978,7978,no,no,no,721
1L227979,7979,no,yes,no,370
1L227980,7980,no,yes,no,607
1L227981,7981,no,no,no,537
1L227982,7982,no,yes,no,719
1L227983,7983,no,yes,yes,796
1L227984,7984,no,no,no,455
1L227985,7985,no,no,no,556
1L227986,7986,no,yes,no,577
1L227987,7987,no,yes,no,457
1L227988,7988,no,yes,no,735
1L227989,7989,no,no,no,595
1L227990,7990,no,yes,no,317
1L227991,7991,no,no,no,572
1L227992,7992,no,yes,no,643
1L227993,7993,no,no,no,319
1L227994,7994,no,yes,no,849
1L227995,7995,no,no,no,810
1L227996,7996,no,yes,no,424
1L227997,7997,unknown,no,no,600
1L227998,7998,no,no,yes,721
1L227999,7999,no,yes,yes,550
1L228000,8000,no,yes,no,535
1L228001,8001,no,yes,no,764
1L228002,8002,no,no,no,616
1L228003,8003,no,no,no,514
1L228004,8004,no,no,no,374
1L228005,8005,no,no,no,479
1L228006,8006,unknown,no,no,735
1L228007,8007,unknown,yes,no,544
1L228008,8008,no,no,no,418
1L228009,8009,no,yes,yes,356
1L228010,8010,no,no,no,721
1L228011,8011,no,no,no,315
1L228012,8012,no,yes,yes,399
1L228013,8013,no,yes,no,769
1L228014,8014,no,yes,no,660
1L228015,8015,no,no,no,365
1L228016,8016,no,yes,no,590
1L228017,8017,no,yes,yes,355
1L228018,8018,no,yes,no,379
1L228019,8019,no,no,no,656
1L228020,8020,unknown,yes,no,329
1L228021,8021,no,yes,yes,836
1L228022,8022,no,no,no,619
1L228023,8023,no,no,no,633
1L228024,8024,no,no,no,383
1L228025,8025,no,yes,yes,495
1L228026,8026,no,no,no,575
1L228027,8027,no,yes,no,696
1L228028,8028,no,yes,no,455
1L228029,8029,no,yes,no,698
1L228030,8030,no,no,no,304
1L228031,8031,no,yes,no,759
1L228032,8032,unknown,yes,no,391
1L228033,8033,unknown,yes,no,400
1L228034,8034,no,yes,yes,400
1L228035,8035,no,no,yes,706
1L228036,8036,no,unknown,unknown,802
1L228037,8037,no,yes,no,668
1L228038,8038,no,no,no,775
1L228039,8039,no,no,yes,456
1L228040,8040,no,no,no,814
1L228041,8041,no,no,yes,601
1L228042,8042,no,yes,no,538
1L228043,8043,unknown,no,no,404
1L228044,8044,no,yes,no,394
1L228045,8045,no,yes,no,662
1L228046,8046,no,no,no,565
1L228047,8047,no,no,no,739
1L228048,8048,unknown,yes,no,523
1L228049,8049,no,yes,no,634
1L228050,8050,no,no,no,672
1L228051,8051,no,no,no,618
1L228052,8052,no,yes,no,594
1L228053,8053,no,yes,yes,840
1L228054,8054,no,unknown,unknown,807
1L228055,8055,no,yes,no,753
1L228056,8056,no,no,no,334
1L228057,8057,no,no,no,434
1L228058,8058,unknown,yes,no,467
1L228059,8059,no,yes,no,390
1L228060,8060,no,yes,no,565
1L228061,8061,no,yes,no,594
1L228062,8062,no,yes,no,380
1L228063,8063,no,yes,no,469
1L228064,8064,no,yes,no,525
1L228065,8065,no,no,no,777
1L228066,8066,no,yes,no,476
1L228067,8067,unknown,no,no,828
1L228068,8068,unknown,no,no,347
1L228069,8069,no,yes,no,420
1L228070,8070,no,yes,no,666
1L228071,8071,no,no,yes,359
1L228072,8072,no,yes,no,602
1L228073,8073,no,yes,no,473
1L228074,8074,no,yes,no,738
1L228075,8075,no,yes,no,332
1L228076,8076,no,no,no,733
1L228077,8077,no,no,yes,427
1L228078,8078,no,yes,no,818
1L228079,8079,unknown,yes,no,497
1L228080,8080,no,no,no,366
1L228081,8081,no,yes,no,746
1L228082,8082,no,no,no,418
1L228083,8083,unknown,yes,no,486
1L228084,8084,unknown,no,no,687
1L228085,8085,no,no,yes,694
1L228086,8086,no,no,no,812
1L228087,8087,no,yes,no,560
1L228088,8088,no,no,yes,543
1L228089,8089,no,yes,no,444
1L228090,8090,no,yes,no,311
1L228091,8091,no,no,no,812
1L228092,8092,no,no,yes,686
1L228093,8093,no,yes,no,456
1L228094,8094,no,yes,no,396
1L228095,8095,unknown,yes,no,300
1L228096,8096,no,yes,no,358
1L228097,8097,no,no,yes,724
1L228098,8098,no,yes,no,820
1L228099,8099,no,no,no,678
1L228100,8100,no,yes,no,581
1L228101,8101,no,yes,no,607
1L228102,8102,no,yes,no,613
1L228103,8103,no,no,yes,533
1L228104,8104,no,yes,no,549
1L228105,8105,no,no,yes,728
1L228106,8106,no,yes,yes,319
1L228107,8107,no,no,no,313
1L228108,8108,no,yes,no,825
1L228109,8109,no,yes,no,442
1L228110,8110,no,no,no,789
1L228111,8111,no,yes,no,736
1L228112,8112,no,yes,no,372
1L228113,8113,unknown,no,no,397
1L228114,8114,no,no,no,422
1L228115,8115,no,no,yes,833
1L228116,8116,unknown,yes,no,610
1L228117,8117,no,no,yes,335
1L228118,8118,no,unknown,unknown,729
1L228119,8119,no,yes,yes,535
1L228120,8120,no,yes,no,488
1L228121,8121,no,yes,yes,612
1L228122,8122,no,yes,yes,353
1L228123,8123,no,no,no,750
1L228124,8124,no,no,no,806
1L228125,8125,unknown,yes,no,772
1L228126,8126,no,no,no,382
1L228127,8127,no,yes,no,442
1L228128,8128,no,no,no,545
1L228129,8129,unknown,yes,no,699
1L228130,8130,no,yes,yes,513
1L228131,8131,no,yes,no,414
1L228132,8132,unknown,yes,no,820
1L228133,8133,unknown,yes,yes,638
1L228134,8134,no,yes,no,444
1L228135,8135,no,yes,no,566
1L228136,8136,unknown,yes,yes,764
1L228137,8137,no,no,no,316
1L228138,8138,no,yes,no,791
1L228139,8139,no,no,no,407
1L228140,8140,unknown,no,yes,562
1L228141,8141,unknown,yes,yes,434
1L228142,8142,no,no,no,364
1L228143,8143,no,unknown,unknown,753
1L228144,8144,no,yes,no,453
1L228145,8145,unknown,no,no,332
1L228146,8146,no,yes,yes,837
1L228147,8147,no,yes,no,737
1L228148,8148,no,yes,no,797
1L228149,8149,no,yes,no,813
1L228150,8150,no,unknown,unknown,531
1L228151,8151,no,yes,no,566
1L228152,8152,no,no,no,828
1L228153,8153,unknown,no,yes,356
1L228154,8154,no,yes,yes,532
1L228155,8155,unknown,no,yes,540
1L228156,8156,unknown,yes,no,561
1L228157,8157,unknown,yes,no,697
1L228158,8158,no,no,yes,790
1L228159,8159,no,no,no,758
1L228160,8160,unknown,no,no,355
1L228161,8161,no,no,no,454
1L228162,8162,no,unknown,unknown,596
1L228163,8163,no,yes,no,478
1L228164,8164,no,no,no,452
1L228165,8165,no,no,no,677
1L228166,8166,no,yes,no,547
1L228167,8167,unknown,no,no,347
1L228168,8168,no,yes,no,412
1L228169,8169,no,no,no,357
1L228170,8170,no,no,yes,786
1L228171,8171,no,no,yes,334
1L228172,8172,unknown,no,no,319
1L228173,8173,no,no,no,321
1L228174,8174,unknown,no,no,657
1L228175,8175,no,no,no,542
1L228176,8176,no,no,no,678
1L228177,8177,no,yes,yes,715
1L228178,8178,no,unknown,unknown,427
1L228179,8179,no,no,yes,729
1L228180,8180,no,yes,yes,816
1L228181,8181,no,yes,no,372
1L228182,8182,no,yes,yes,671
1L228183,8183,no,no,no,792
1L228184,8184,no,yes,no,547
1L228185,8185,unknown,yes,no,790
1L228186,8186,no,yes,no,446
1L228187,8187,no,yes,no,836
1L228188,8188,unknown,yes,no,793
1L228189,8189,no,yes,no,727
1L228190,8190,unknown,no,no,316
1L228191,8191,unknown,no,no,497
1L228192,8192,no,yes,no,785
1L228193,8193,no,yes,no,578
1L228194,8194,no,no,no,795
1L228195,8195,no,yes,no,697
1L228196,8196,unknown,yes,no,424
1L228197,8197,no,yes,no,715
1L228198,8198,unknown,yes,no,563
1L228199,8199,no,yes,no,440
1L228200,8200,unknown,yes,yes,444
1L228201,8201,no,no,no,342
1L228202,8202,no,yes,no,738
1L228203,8203,no,yes,no,724
1L228204,8204,no,no,no,349
1L228205,8205,no,yes,no,720
1L228206,8206,no,yes,yes,455
1L228207,8207,no,yes,no,716
1L228208,8208,no,yes,no,491
1L228209,8209,no,yes,yes,737
1L228210,8210,unknown,yes,yes,390
1L228211,8211,unknown,no,no,654
1L228212,8212,no,no,no,440
1L228213,8213,unknown,no,no,396
1L228214,8214,no,yes,no,650
1L228215,8215,no,no,yes,484
1L228216,8216,no,no,no,847
1L228217,8217,no,no,no,398
1L228218,8218,no,yes,no,385
1L228219,8219,no,no,no,398
1L228220,8220,no,no,no,573
1L228221,8221,no,yes,no,439
1L228222,8222,unknown,no,yes,817
1L228223,8223,no,no,no,457
1L228224,8224,no,yes,no,793
1L228225,8225,unknown,yes,no,715
1L228226,8226,no,yes,no,707
1L228227,8227,unknown,yes,no,524
1L228228,8228,no,yes,no,612
1L228229,8229,no,no,no,712
1L228230,8230,unknown,unknown,unknown,583
1L228231,8231,no,no,yes,388
1L228232,8232,no,yes,no,555
1L228233,8233,no,yes,no,684
1L228234,8234,no,yes,yes,512
1L228235,8235,no,yes,no,427
1L228236,8236,no,no,no,770
1L228237,8237,no,no,no,589
1L228238,8238,no,yes,no,330
1L228239,8239,no,yes,no,623
1L228240,8240,no,no,no,605
1L228241,8241,no,yes,no,582
1L228242,8242,no,unknown,unknown,630
1L228243,8243,no,yes,no,658
1L228244,8244,no,no,no,737
1L228245,8245,no,yes,no,452
1L228246,8246,unknown,yes,no,639
1L228247,8247,no,no,no,781
1L228248,8248,unknown,no,no,490
1L228249,8249,unknown,yes,no,598
1L228250,8250,no,no,no,612
1L228251,8251,no,no,no,839
1L228252,8252,no,yes,no,523
1L228253,8253,no,no,no,316
1L228254,8254,no,no,no,589
1L228255,8255,no,no,no,385
1L228256,8256,no,yes,no,825
1L228257,8257,unknown,yes,yes,341
1L228258,8258,no,no,yes,675
1L228259,8259,unknown,yes,no,541
1L228260,8260,no,no,no,774
1L228261,8261,no,yes,yes,841
1L228262,8262,no,no,yes,452
1L228263,8263,unknown,yes,no,650
1L228264,8264,no,yes,no,662
1L228265,8265,no,no,no,599
1L228266,8266,unknown,no,no,686
1L228267,8267,unknown,no,no,817
1L228268,8268,no,no,no,715
1L228269,8269,no,yes,yes,351
1L228270,8270,unknown,yes,no,445
1L228271,8271,no,no,no,611
1L228272,8272,unknown,yes,no,302
1L228273,8273,no,no,no,523
1L228274,8274,no,yes,no,525
1L228275,8275,no,yes,no,565
1L228276,8276,no,no,no,394
1L228277,8277,no,yes,no,778
1L228278,8278,no,no,no,668
1L228279,8279,unknown,yes,no,755
1L228280,8280,unknown,unknown,unknown,811
1L228281,8281,no,no,no,324
1L228282,8282,no,yes,no,668
1L228283,8283,no,yes,yes,634
1L228284,8284,unknown,no,no,813
